step,epoch,tokens_seen,loss,learning_rate,time_per_step,gpu_memory_gb
93500,1,6127616000,2.551916,1.75e-04,3.058,18.42
93600,1,6134169600,3.077958,1.75e-04,3.058,18.42
93700,1,6140723200,2.807331,1.75e-04,3.057,18.42
93800,1,6147276800,2.991564,1.74e-04,3.058,18.42
93900,1,6153830400,2.695097,1.74e-04,3.058,18.42
94000,1,6160384000,2.865990,1.74e-04,3.058,18.42
94100,1,6166937600,3.545159,1.74e-04,3.058,18.42
94200,1,6173491200,2.973172,1.73e-04,3.058,18.42
94300,1,6180044800,2.865327,1.73e-04,3.058,18.42
94400,1,6186598400,3.176307,1.73e-04,3.058,18.42
94500,1,6193152000,4.243656,1.73e-04,3.058,18.42
94600,1,6199705600,3.296530,1.73e-04,3.058,18.42
94700,1,6206259200,2.774163,1.72e-04,3.058,18.42
94800,1,6212812800,2.741181,1.72e-04,3.058,18.42
94900,1,6219366400,3.156806,1.72e-04,3.058,18.42
95000,1,6225920000,2.927753,1.72e-04,3.059,18.42
95100,1,6232473600,2.720734,1.71e-04,3.289,18.42
95200,1,6239027200,2.983353,1.71e-04,3.058,18.42
95300,1,6245580800,2.970140,1.71e-04,3.058,18.42
95400,1,6252134400,2.959289,1.71e-04,3.057,18.42
95500,1,6258688000,2.708141,1.71e-04,3.058,18.42
95600,1,6265241600,2.735462,1.70e-04,3.058,18.42
95700,1,6271795200,3.161141,1.70e-04,3.058,18.42
95800,1,6278348800,3.397882,1.70e-04,3.058,18.42
